year,home,away,home_score,away_score,model,p_home_win,p_draw,p_away_win,brier,log_loss,correct
2010,Uruguay,South Korea,2,1,baseline,0.3333,0.3333,0.3333,0.66667,1.09861,1
2010,Uruguay,South Korea,2,1,elo,0.3358,0.2726,0.3917,0.6689,1.09134,0
2010,Uruguay,South Korea,2,1,form,0.3091,0.2586,0.4323,0.73106,1.17405,0
2010,Uruguay,South Korea,2,1,tournament,0.4191,0.2631,0.3178,0.50768,0.86966,1
2010,Uruguay,South Korea,2,1,combined_default,0.3473,0.2653,0.3874,0.64654,1.05765,0
2010,Uruguay,South Korea,2,1,combined_optimized,0.3253,0.2593,0.4154,0.69504,1.12304,0
2010,United States,Ghana,1,2,baseline,0.3333,0.3333,0.3333,0.66667,1.09861,0
2010,United States,Ghana,1,2,elo,0.512,0.2329,0.255,0.87141,1.36635,0
2010,United States,Ghana,1,2,form,0.5083,0.2341,0.2576,0.86436,1.35638,0
2010,United States,Ghana,1,2,tournament,0.4468,0.2538,0.2994,0.75497,1.2061,0
2010,United States,Ghana,1,2,combined_default,0.4944,0.2385,0.267,0.83865,1.32046,0
2010,United States,Ghana,1,2,combined_optimized,0.4993,0.237,0.2637,0.84753,1.33281,0
2010,Argentina,Mexico,3,1,baseline,0.3333,0.3333,0.3333,0.66667,1.09861,1
2010,Argentina,Mexico,3,1,elo,0.2705,0.24,0.4895,0.82941,1.30754,0
2010,Argentina,Mexico,3,1,form,0.2675,0.2386,0.4939,0.83747,1.31873,0
2010,Argentina,Mexico,3,1,tournament,0.3397,0.2747,0.3856,0.66024,1.07984,0
2010,Argentina,Mexico,3,1,combined_default,0.2867,0.2482,0.4651,0.78666,1.24924,0
2010,Argentina,Mexico,3,1,combined_optimized,0.2781,0.2439,0.478,0.80911,1.27981,0
2010,Germany,England,4,1,baseline,0.3333,0.3333,0.3333,0.66667,1.09861,1
2010,Germany,England,4,1,elo,0.3326,0.2708,0.3966,0.67605,1.10083,0
2010,Germany,England,4,1,form,0.3174,0.2628,0.4198,0.71123,1.14759,0
2010,Germany,England,4,1,tournament,0.3549,0.2835,0.3616,0.62722,1.03583,0
2010,Germany,England,4,1,combined_default,0.3329,0.2712,0.3959,0.67539,1.10003,0
2010,Germany,England,4,1,combined_optimized,0.3229,0.2659,0.4112,0.69822,1.13035,0
2010,Brazil,Chile,3,0,baseline,0.3333,0.3333,0.3333,0.66667,1.09861,1
2010,Brazil,Chile,3,0,elo,0.5517,0.2206,0.2277,0.30152,0.5948,1
2010,Brazil,Chile,3,0,form,0.6065,0.2036,0.1899,0.23241,0.50012,1
2010,Brazil,Chile,3,0,tournament,0.6744,0.1821,0.1435,0.15974,0.39389,1
2010,Brazil,Chile,3,0,combined_default,0.6015,0.205,0.1934,0.23823,0.50827,1
2010,Brazil,Chile,3,0,combined_optimized,0.6165,0.2005,0.1831,0.22081,0.48377,1
2010,Netherlands,Slovakia,2,1,baseline,0.3333,0.3333,0.3333,0.66667,1.09861,1
2010,Netherlands,Slovakia,2,1,elo,0.7541,0.1546,0.0913,0.09272,0.28225,1
2010,Netherlands,Slovakia,2,1,form,0.7846,0.143,0.0725,0.07211,0.24263,1
2010,Netherlands,Slovakia,2,1,tournament,0.7847,0.1429,0.0724,0.07201,0.24244,1
2010,Netherlands,Slovakia,2,1,combined_default,0.7724,0.1476,0.08,0.07999,0.25824,1
2010,Netherlands,Slovakia,2,1,combined_optimized,0.7846,0.143,0.0724,0.07209,0.2426,1
2010,Paraguay,Japan,0,0,baseline,0.3333,0.3333,0.3333,0.66667,1.09861,0
2010,Paraguay,Japan,0,0,elo,0.3269,0.2678,0.4053,0.80728,1.31756,0
2010,Paraguay,Japan,0,0,form,0.3086,0.2584,0.4331,0.83279,1.35339,0
2010,Paraguay,Japan,0,0,tournament,0.3525,0.2821,0.3654,0.77326,1.26567,0
2010,Paraguay,Japan,0,0,combined_default,0.3269,0.2681,0.4051,0.80667,1.31657,0
2010,Paraguay,Japan,0,0,combined_optimized,0.315,0.2618,0.4231,0.82315,1.34,0
2010,Spain,Portugal,1,0,baseline,0.3333,0.3333,0.3333,0.66667,1.09861,1
2010,Spain,Portugal,1,0,elo,0.6202,0.1993,0.1805,0.21655,0.47772,1
2010,Spain,Portugal,1,0,form,0.6962,0.1749,0.1289,0.13952,0.36214,1
2010,Spain,Portugal,1,0,tournament,0.61,0.2025,0.1875,0.22826,0.4943,1
2010,Spain,Portugal,1,0,combined_default,0.6442,0.1916,0.1642,0.19022,0.43968,1
2010,Spain,Portugal,1,0,combined_optimized,0.6835,0.179,0.1375,0.15111,0.38052,1
2010,Netherlands,Brazil,2,1,baseline,0.3333,0.3333,0.3333,0.66667,1.09861,1
2010,Netherlands,Brazil,2,1,elo,0.3346,0.2719,0.3935,0.67151,1.0948,0
2010,Netherlands,Brazil,2,1,form,0.3105,0.2593,0.4302,0.72774,1.16961,0
2010,Netherlands,Brazil,2,1,tournament,0.2877,0.2482,0.4641,0.78427,1.24567,0
2010,Netherlands,Brazil,2,1,combined_default,0.3145,0.2616,0.424,0.71815,1.15693,0
2010,Netherlands,Brazil,2,1,combined_optimized,0.3071,0.2577,0.4352,0.73583,1.18044,0
2010,Uruguay,Ghana,1,1,baseline,0.3333,0.3333,0.3333,0.66667,1.09861,0
2010,Uruguay,Ghana,1,1,elo,0.4556,0.2509,0.2935,0.85481,1.3826,0
2010,Uruguay,Ghana,1,1,form,0.4498,0.2528,0.2974,0.84905,1.3751,0
2010,Uruguay,Ghana,1,1,tournament,0.4779,0.2437,0.2784,0.87787,1.41177,0
2010,Uruguay,Ghana,1,1,combined_default,0.4592,0.2498,0.2911,0.85837,1.38716,0
2010,Uruguay,Ghana,1,1,combined_optimized,0.454,0.2515,0.2946,0.85314,1.38041,0
2010,Argentina,Germany,0,4,baseline,0.3333,0.3333,0.3333,0.66667,1.09861,0
2010,Argentina,Germany,0,4,elo,0.2587,0.2346,0.5066,0.36539,0.67994,1
2010,Argentina,Germany,0,4,form,0.249,0.2302,0.5209,0.34452,0.65225,1
2010,Argentina,Germany,0,4,tournament,0.2377,0.2251,0.5372,0.32138,0.62142,1
2010,Argentina,Germany,0,4,combined_default,0.2501,0.2307,0.5193,0.34686,0.65535,1
2010,Argentina,Germany,0,4,combined_optimized,0.2473,0.2294,0.5233,0.34107,0.64765,1
2010,Paraguay,Spain,0,1,baseline,0.3333,0.3333,0.3333,0.66667,1.09861,0
2010,Paraguay,Spain,0,1,elo,0.1128,0.1666,0.7205,0.11859,0.32775,1
2010,Paraguay,Spain,0,1,form,0.0596,0.134,0.8064,0.05901,0.21521,1
2010,Paraguay,Spain,0,1,tournament,0.089,0.1533,0.7576,0.09017,0.27754,1
2010,Paraguay,Spain,0,1,combined_default,0.0882,0.1519,0.7599,0.08853,0.27462,1
2010,Paraguay,Spain,0,1,combined_optimized,0.0639,0.1369,0.7992,0.06314,0.22414,1
2010,Uruguay,Netherlands,2,3,baseline,0.3333,0.3333,0.3333,0.66667,1.09861,0
2010,Uruguay,Netherlands,2,3,elo,0.1759,0.1973,0.6268,0.20915,0.46713,1
2010,Uruguay,Netherlands,2,3,form,0.1365,0.1787,0.6849,0.14985,0.37852,1
2010,Uruguay,Netherlands,2,3,tournament,0.1577,0.1888,0.6535,0.1806,0.42544,1
2010,Uruguay,Netherlands,2,3,combined_default,0.1576,0.1886,0.6538,0.18027,0.42496,1
2010,Uruguay,Netherlands,2,3,combined_optimized,0.1396,0.1802,0.6803,0.15418,0.38529,1
2010,Germany,Spain,0,1,baseline,0.3333,0.3333,0.3333,0.66667,1.09861,0
2010,Germany,Spain,0,1,elo,0.2434,0.2277,0.5289,0.333,0.63692,1
2010,Germany,Spain,0,1,form,0.1974,0.207,0.5956,0.24541,0.51826,1
2010,Germany,Spain,0,1,tournament,0.2736,0.2415,0.4849,0.39849,0.72379,1
2010,Germany,Spain,0,1,combined_default,0.2349,0.2239,0.5412,0.31575,0.61389,1
2010,Germany,Spain,0,1,combined_optimized,0.2086,0.2121,0.5793,0.26551,0.54597,1
2010,Uruguay,Germany,2,3,baseline,0.3333,0.3333,0.3333,0.66667,1.09861,0
2010,Uruguay,Germany,2,3,elo,0.2401,0.2261,0.5338,0.32611,0.62773,1
2010,Uruguay,Germany,2,3,form,0.1951,0.206,0.5989,0.24138,0.51266,1
2010,Uruguay,Germany,2,3,tournament,0.1948,0.2058,0.5994,0.24084,0.5119,1
2010,Uruguay,Germany,2,3,combined_default,0.213,0.214,0.573,0.27353,0.55691,1
2010,Uruguay,Germany,2,3,combined_optimized,0.1951,0.206,0.599,0.2413,0.51255,1
2010,Netherlands,Spain,0,1,baseline,0.3333,0.3333,0.3333,0.66667,1.09861,0
2010,Netherlands,Spain,0,1,elo,0.3137,0.2609,0.4254,0.4967,0.85481,1
2010,Netherlands,Spain,0,1,form,0.2676,0.2387,0.4937,0.38489,0.70578,1
2010,Netherlands,Spain,0,1,tournament,0.3182,0.2632,0.4186,0.50852,0.8708,1
2010,Netherlands,Spain,0,1,combined_default,0.2987,0.2537,0.4476,0.45873,0.80385,1
2010,Netherlands,Spain,0,1,combined_optimized,0.275,0.2423,0.4827,0.40197,0.72841,1
2014,Brazil,Croatia,3,1,baseline,0.3333,0.3333,0.3333,0.66667,1.09861,1
2014,Brazil,Croatia,3,1,elo,0.8174,0.1293,0.0533,0.05292,0.20167,1
2014,Brazil,Croatia,3,1,form,0.8489,0.1146,0.0365,0.03729,0.16379,1
2014,Brazil,Croatia,3,1,tournament,0.8478,0.1151,0.037,0.03778,0.16508,1
2014,Brazil,Croatia,3,1,combined_default,0.836,0.1206,0.0434,0.04331,0.17909,1
2014,Brazil,Croatia,3,1,combined_optimized,0.8488,0.1147,0.0366,0.03736,0.16398,1
2014,Chile,Australia,3,1,baseline,0.3333,0.3333,0.3333,0.66667,1.09861,1
2014,Chile,Australia,3,1,elo,0.4882,0.2404,0.2714,0.39344,0.7171,1
2014,Chile,Australia,3,1,form,0.5119,0.233,0.2551,0.35756,0.66956,1
2014,Chile,Australia,3,1,tournament,0.5203,0.2303,0.2494,0.34535,0.65335,1
2014,Chile,Australia,3,1,combined_default,0.5045,0.2353,0.2602,0.36856,0.68415,1
2014,Chile,Australia,3,1,combined_optimized,0.5132,0.2326,0.2543,0.35575,0.66716,1
2014,Mexico,Cameroon,1,0,baseline,0.3333,0.3333,0.3333,0.66667,1.09861,1
2014,Mexico,Cameroon,1,0,elo,0.4917,0.2393,0.269,0.38802,0.70993,1
2014,Mexico,Cameroon,1,0,form,0.5215,0.2299,0.2485,0.34355,0.65096,1
2014,Mexico,Cameroon,1,0,tournament,0.4953,0.2382,0.2665,0.38248,0.70259,1
2014,Mexico,Cameroon,1,0,combined_default,0.503,0.2358,0.2612,0.37078,0.68709,1
2014,Mexico,Cameroon,1,0,combined_optimized,0.5177,0.2312,0.2512,0.34914,0.65839,1
2014,Spain,Netherlands,1,5,baseline,0.3333,0.3333,0.3333,0.66667,1.09861,0
2014,Spain,Netherlands,1,5,elo,0.4692,0.2465,0.2843,0.7932,1.25783,0
2014,Spain,Netherlands,1,5,form,0.4927,0.239,0.2683,0.8352,1.31558,0
2014,Spain,Netherlands,1,5,tournament,0.4604,0.2494,0.2902,0.77791,1.23706,0
2014,Spain,Netherlands,1,5,combined_default,0.4752,0.2446,0.2802,0.8038,1.27232,0
2014,Spain,Netherlands,1,5,combined_optimized,0.4879,0.2405,0.2715,0.82657,1.30363,0
2014,Colombia,Greece,3,0,baseline,0.3333,0.3333,0.3333,0.66667,1.09861,1
2014,Colombia,Greece,3,0,elo,0.4826,0.2422,0.2752,0.4021,0.72856,1
2014,Colombia,Greece,3,0,form,0.475,0.2447,0.2804,0.41409,0.74446,1
2014,Colombia,Greece,3,0,tournament,0.5622,0.2173,0.2204,0.28746,0.57583,1
2014,Colombia,Greece,3,0,combined_default,0.4998,0.2368,0.2633,0.37558,0.69346,1
2014,Colombia,Greece,3,0,combined_optimized,0.4878,0.2406,0.2715,0.39397,0.7178,1
2014,England,Italy,1,2,baseline,0.3333,0.3333,0.3333,0.66667,1.09861,0
2014,England,Italy,1,2,elo,0.3684,0.281,0.3507,0.63625,1.0479,0
2014,England,Italy,1,2,form,0.4191,0.2631,0.3178,0.7102,1.14622,0
2014,England,Italy,1,2,tournament,0.3471,0.2789,0.3741,0.59001,0.98332,1
2014,England,Italy,1,2,combined_default,0.3808,0.2742,0.345,0.64916,1.06413,0
2014,England,Italy,1,2,combined_optimized,0.4085,0.2654,0.3261,0.69144,1.12053,0
2014,Ivory Coast,Japan,2,1,baseline,0.3333,0.3333,0.3333,0.66667,1.09861,1
2014,Ivory Coast,Japan,2,1,elo,0.4083,0.2668,0.3249,0.52684,0.89573,1
2014,Ivory Coast,Japan,2,1,form,0.4373,0.2569,0.3057,0.4761,0.82709,1
2014,Ivory Coast,Japan,2,1,tournament,0.4237,0.2615,0.3148,0.49967,0.85882,1
2014,Ivory Coast,Japan,2,1,combined_default,0.4223,0.262,0.3157,0.50204,0.86204,1
2014,Ivory Coast,Japan,2,1,combined_optimized,0.4353,0.2576,0.3071,0.47953,0.8317,1
2014,Uruguay,Costa Rica,1,3,baseline,0.3333,0.3333,0.3333,0.66667,1.09861,0
2014,Uruguay,Costa Rica,1,3,elo,0.4861,0.2411,0.2728,0.82319,1.29894,0
2014,Uruguay,Costa Rica,1,3,form,0.521,0.2301,0.2489,0.88855,1.39074,0
2014,Uruguay,Costa Rica,1,3,tournament,0.5601,0.218,0.2219,0.96658,1.50537,0
2014,Uruguay,Costa Rica,1,3,combined_default,0.5168,0.2315,0.2517,0.88057,1.37942,0
2014,Uruguay,Costa Rica,1,3,combined_optimized,0.5267,0.2283,0.2449,0.89973,1.4068,0
2014,Argentina,Bosnia and Herzegovina,2,1,baseline,0.3333,0.3333,0.3333,0.66667,1.09861,1
2014,Argentina,Bosnia and Herzegovina,2,1,elo,0.6012,0.2053,0.1936,0.23867,0.50888,1
2014,Argentina,Bosnia and Herzegovina,2,1,form,0.5917,0.2082,0.2001,0.25006,0.52471,1
2014,Argentina,Bosnia and Herzegovina,2,1,tournament,0.6589,0.1871,0.154,0.17507,0.41717,1
2014,Argentina,Bosnia and Herzegovina,2,1,combined_default,0.6123,0.2018,0.1859,0.22559,0.49053,1
2014,Argentina,Bosnia and Herzegovina,2,1,combined_optimized,0.6016,0.2051,0.1933,0.23814,0.50815,1
2014,France,Honduras,3,0,baseline,0.3333,0.3333,0.3333,0.66667,1.09861,1
2014,France,Honduras,3,0,elo,0.4907,0.2396,0.2696,0.3895,0.71188,1
2014,France,Honduras,3,0,form,0.5574,0.2188,0.2238,0.29389,0.58452,1
2014,France,Honduras,3,0,tournament,0.6009,0.2054,0.1938,0.23902,0.50937,1
2014,France,Honduras,3,0,combined_default,0.5416,0.2238,0.2346,0.31527,0.61325,1
2014,France,Honduras,3,0,combined_optimized,0.5638,0.2168,0.2194,0.28544,0.5731,1
2014,Switzerland,Ecuador,2,1,baseline,0.3333,0.3333,0.3333,0.66667,1.09861,1
2014,Switzerland,Ecuador,2,1,elo,0.3675,0.2813,0.3512,0.60245,1.00092,1
2014,Switzerland,Ecuador,2,1,form,0.453,0.2518,0.2952,0.44969,0.79178,1
2014,Switzerland,Ecuador,2,1,tournament,0.3547,0.2833,0.362,0.62775,1.03653,0
2014,Switzerland,Ecuador,2,1,combined_default,0.3943,0.2715,0.3343,0.55237,0.93077,1
2014,Switzerland,Ecuador,2,1,combined_optimized,0.4386,0.2564,0.305,0.47399,0.82423,1
2014,Germany,Portugal,4,0,baseline,0.3333,0.3333,0.3333,0.66667,1.09861,1
2014,Germany,Portugal,4,0,elo,0.5659,0.2162,0.2179,0.28264,0.5693,1
2014,Germany,Portugal,4,0,form,0.5978,0.2063,0.1959,0.24273,0.51454,1
2014,Germany,Portugal,4,0,tournament,0.5967,0.2067,0.1967,0.24405,0.51638,1
2014,Germany,Portugal,4,0,combined_default,0.5848,0.2104,0.2049,0.25865,0.53655,1
2014,Germany,Portugal,4,0,combined_optimized,0.5976,0.2064,0.196,0.24292,0.51481,1
2014,Ghana,United States,1,2,baseline,0.3333,0.3333,0.3333,0.66667,1.09861,0
2014,Ghana,United States,1,2,elo,0.2584,0.2344,0.5072,0.36456,0.67884,1
2014,Ghana,United States,1,2,form,0.2212,0.2177,0.5611,0.28896,0.57786,1
2014,Ghana,United States,1,2,tournament,0.313,0.2606,0.4264,0.49496,0.85247,1
2014,Ghana,United States,1,2,combined_default,0.259,0.2351,0.5059,0.36655,0.6815,1
2014,Ghana,United States,1,2,combined_optimized,0.2347,0.224,0.5413,0.31569,0.61382,1
2014,Iran,Nigeria,0,0,baseline,0.3333,0.3333,0.3333,0.66667,1.09861,0
2014,Iran,Nigeria,0,0,elo,0.4444,0.2546,0.301,0.84375,1.36811,0
2014,Iran,Nigeria,0,0,form,0.4643,0.2481,0.2876,0.86365,1.39394,0
2014,Iran,Nigeria,0,0,tournament,0.376,0.2782,0.3458,0.78199,1.27949,0
2014,Iran,Nigeria,0,0,combined_default,0.4343,0.2582,0.3075,0.83341,1.35397,0
2014,Iran,Nigeria,0,0,combined_optimized,0.4513,0.2525,0.2962,0.85013,1.37626,0
2014,Belgium,Algeria,2,1,baseline,0.3333,0.3333,0.3333,0.66667,1.09861,1
2014,Belgium,Algeria,2,1,elo,0.5219,0.2299,0.2483,0.3431,0.65036,1
2014,Belgium,Algeria,2,1,form,0.5268,0.2283,0.2449,0.33608,0.64101,1
2014,Belgium,Algeria,2,1,tournament,0.5446,0.2228,0.2326,0.31111,0.60768,1
2014,Belgium,Algeria,2,1,combined_default,0.5293,0.2275,0.2432,0.33251,0.63627,1
2014,Belgium,Algeria,2,1,combined_optimized,0.5294,0.2275,0.2431,0.33234,0.63604,1
2014,Brazil,Mexico,0,0,baseline,0.3333,0.3333,0.3333,0.66667,1.09861,0
2014,Brazil,Mexico,0,0,elo,0.7367,0.1609,0.1024,1.25719,1.82667,0
2014,Brazil,Mexico,0,0,form,0.7893,0.1411,0.0696,1.36557,1.95834,0
2014,Brazil,Mexico,0,0,tournament,0.8159,0.1299,0.0541,1.42567,2.0407,0
2014,Brazil,Mexico,0,0,combined_default,0.7749,0.1462,0.0788,1.3356,1.92246,0
2014,Brazil,Mexico,0,0,combined_optimized,0.7932,0.1395,0.0673,1.37427,1.97004,0
2014,Russia,South Korea,1,1,baseline,0.3333,0.3333,0.3333,0.66667,1.09861,0
2014,Russia,South Korea,1,1,elo,0.4415,0.2555,0.3029,0.84092,1.36435,0
2014,Russia,South Korea,1,1,form,0.5254,0.2287,0.2458,0.93136,1.47519,0
2014,Russia,South Korea,1,1,tournament,0.5499,0.2211,0.2289,0.96149,1.50902,0
2014,Russia,South Korea,1,1,combined_default,0.498,0.2376,0.2644,0.89925,1.43734,0
2014,Russia,South Korea,1,1,combined_optimized,0.529,0.2276,0.2433,0.93567,1.48009,0
2014,Australia,Netherlands,2,3,baseline,0.3333,0.3333,0.3333,0.66667,1.09861,0
2014,Australia,Netherlands,2,3,elo,0.1835,0.2007,0.6158,0.22154,0.4848,1
2014,Australia,Netherlands,2,3,form,0.1476,0.1841,0.6683,0.16566,0.40295,1
2014,Australia,Netherlands,2,3,tournament,0.1226,0.1717,0.7058,0.13106,0.34846,1
2014,Australia,Netherlands,2,3,combined_default,0.1557,0.1876,0.6567,0.1773,0.42054,1
2014,Australia,Netherlands,2,3,combined_optimized,0.1439,0.1822,0.6738,0.16029,0.39475,1
2014,Cameroon,Croatia,0,4,baseline,0.3333,0.3333,0.3333,0.66667,1.09861,0
2014,Cameroon,Croatia,0,4,elo,0.3914,0.2727,0.3359,0.66856,1.09089,0
2014,Cameroon,Croatia,0,4,form,0.3544,0.2831,0.3625,0.61216,1.01476,1
2014,Cameroon,Croatia,0,4,tournament,0.3288,0.2688,0.4024,0.53755,0.91039,1
2014,Cameroon,Croatia,0,4,combined_default,0.3628,0.2754,0.3618,0.61471,1.01658,0
2014,Cameroon,Croatia,0,4,combined_optimized,0.3506,0.281,0.3684,0.60088,0.99871,1
2014,Spain,Chile,0,2,baseline,0.3333,0.3333,0.3333,0.66667,1.09861,0
2014,Spain,Chile,0,2,elo,0.5996,0.2058,0.1947,1.0504,1.63651,0
2014,Spain,Chile,0,2,form,0.6534,0.1888,0.1577,1.17208,1.84694,0
2014,Spain,Chile,0,2,tournament,0.6628,0.1859,0.1514,1.19398,1.888,0
2014,Spain,Chile,0,2,combined_default,0.6342,0.1949,0.1709,1.12761,1.76663,0
2014,Spain,Chile,0,2,combined_optimized,0.6548,0.1884,0.1568,1.17528,1.85288,0
2014,Colombia,Ivory Coast,2,1,baseline,0.3333,0.3333,0.3333,0.66667,1.09861,1
2014,Colombia,Ivory Coast,2,1,elo,0.4359,0.2574,0.3067,0.4786,0.83045,1
2014,Colombia,Ivory Coast,2,1,form,0.441,0.2557,0.3033,0.46984,0.8187,1
2014,Colombia,Ivory Coast,2,1,tournament,0.3855,0.2748,0.3397,0.56855,0.95325,1
2014,Colombia,Ivory Coast,2,1,combined_default,0.4251,0.2612,0.3138,0.49721,0.85551,1
2014,Colombia,Ivory Coast,2,1,combined_optimized,0.4328,0.2585,0.3086,0.48376,0.83739,1
2014,Japan,Greece,0,0,baseline,0.3333,0.3333,0.3333,0.66667,1.09861,0
2014,Japan,Greece,0,0,elo,0.355,0.2835,0.3615,0.77005,1.26049,0
2014,Japan,Greece,0,0,form,0.3283,0.2686,0.4031,0.80529,1.31466,0
2014,Japan,Greece,0,0,tournament,0.4719,0.2457,0.2825,0.87148,1.40381,0
2014,Japan,Greece,0,0,combined_default,0.3749,0.2688,0.3563,0.80211,1.31372,0
2014,Japan,Greece,0,0,combined_optimized,0.3494,0.2652,0.3854,0.81055,1.32728,0
2014,Uruguay,England,2,1,baseline,0.3333,0.3333,0.3333,0.66667,1.09861,1
2014,Uruguay,England,2,1,elo,0.3568,0.2846,0.3587,0.62335,1.03064,0
2014,Uruguay,England,2,1,form,0.369,0.2807,0.3502,0.59957,0.99683,1
2014,Uruguay,England,2,1,tournament,0.3382,0.2739,0.388,0.66356,1.08424,0
2014,Uruguay,England,2,1,combined_default,0.3564,0.2805,0.363,0.6247,1.03166,0
2014,Uruguay,England,2,1,combined_optimized,0.3645,0.2797,0.3558,0.60868,1.00922,1
2014,Honduras,Ecuador,1,2,baseline,0.3333,0.3333,0.3333,0.66667,1.09861,0
2014,Honduras,Ecuador,1,2,elo,0.3073,0.2577,0.435,0.48006,0.8324,1
2014,Honduras,Ecuador,1,2,form,0.3034,0.2558,0.4408,0.47019,0.81917,1
2014,Honduras,Ecuador,1,2,tournament,0.2652,0.2376,0.4972,0.37956,0.69872,1
2014,Honduras,Ecuador,1,2,combined_default,0.2954,0.252,0.4526,0.45043,0.79277,1
2014,Honduras,Ecuador,1,2,combined_optimized,0.2978,0.2531,0.4491,0.45624,0.80051,1
2014,Italy,Costa Rica,0,1,baseline,0.3333,0.3333,0.3333,0.66667,1.09861,0
2014,Italy,Costa Rica,0,1,elo,0.4764,0.2442,0.2794,0.80585,1.2751,0
2014,Italy,Costa Rica,0,1,form,0.4489,0.2531,0.298,0.75843,1.21075,0
2014,Italy,Costa Rica,0,1,tournament,0.6021,0.205,0.1929,1.05586,1.64541,0
2014,Italy,Costa Rica,0,1,combined_default,0.4982,0.2375,0.2643,0.84589,1.33073,0
2014,Italy,Costa Rica,0,1,combined_optimized,0.4714,0.246,0.2825,0.79756,1.26399,0
2014,Switzerland,France,2,5,baseline,0.3333,0.3333,0.3333,0.66667,1.09861,0
2014,Switzerland,France,2,5,elo,0.3283,0.2685,0.4032,0.53601,0.90828,1
2014,Switzerland,France,2,5,form,0.342,0.276,0.382,0.57505,0.96231,1
2014,Switzerland,France,2,5,tournament,0.2809,0.2449,0.4742,0.41535,0.74613,1
2014,Switzerland,France,2,5,combined_default,0.3212,0.2652,0.4135,0.51747,0.883,1
2014,Switzerland,France,2,5,combined_optimized,0.333,0.2714,0.3956,0.5499,0.92743,1
2014,Argentina,Iran,1,0,baseline,0.3333,0.3333,0.3333,0.66667,1.09861,1
2014,Argentina,Iran,1,0,elo,0.5576,0.2187,0.2236,0.29354,0.58404,1
2014,Argentina,Iran,1,0,form,0.5676,0.2157,0.2167,0.28046,0.56635,1
2014,Argentina,Iran,1,0,tournament,0.6912,0.1766,0.1323,0.14404,0.36935,1
2014,Argentina,Iran,1,0,combined_default,0.5945,0.2071,0.1984,0.24667,0.52002,1
2014,Argentina,Iran,1,0,combined_optimized,0.5858,0.2099,0.2043,0.25739,0.53482,1
2014,Germany,Ghana,2,2,baseline,0.3333,0.3333,0.3333,0.66667,1.09861,0
2014,Germany,Ghana,2,2,elo,0.6955,0.1751,0.1293,1.18095,1.74233,0
2014,Germany,Ghana,2,2,form,0.7199,0.1668,0.1133,1.22518,1.79066,0
2014,Germany,Ghana,2,2,tournament,0.7396,0.1599,0.1005,1.26292,1.83324,0
2014,Germany,Ghana,2,2,combined_default,0.7151,0.1684,0.1165,1.21644,1.78132,0
2014,Germany,Ghana,2,2,combined_optimized,0.7228,0.1658,0.1114,1.23066,1.79681,0
2014,Nigeria,Bosnia and Herzegovina,1,0,baseline,0.3333,0.3333,0.3333,0.66667,1.09861,1
2014,Nigeria,Bosnia and Herzegovina,1,0,elo,0.3334,0.2713,0.3953,0.67419,1.09836,0
2014,Nigeria,Bosnia and Herzegovina,1,0,form,0.3058,0.257,0.4372,0.73904,1.18472,0
2014,Nigeria,Bosnia and Herzegovina,1,0,tournament,0.3168,0.2625,0.4207,0.7127,1.14955,0
2014,Nigeria,Bosnia and Herzegovina,1,0,combined_default,0.3196,0.2641,0.4163,0.70599,1.14068,0
2014,Nigeria,Bosnia and Herzegovina,1,0,combined_optimized,0.3074,0.2578,0.4348,0.73511,1.17947,0
2014,Belgium,Russia,1,0,baseline,0.3333,0.3333,0.3333,0.66667,1.09861,1
2014,Belgium,Russia,1,0,elo,0.4024,0.2688,0.3288,0.53743,0.91024,1
2014,Belgium,Russia,1,0,form,0.4082,0.2668,0.325,0.52698,0.89593,1
2014,Belgium,Russia,1,0,tournament,0.3432,0.2767,0.3801,0.65245,1.06947,0
2014,Belgium,Russia,1,0,combined_default,0.3896,0.2701,0.3403,0.56126,0.94251,1
2014,Belgium,Russia,1,0,combined_optimized,0.3987,0.2682,0.3331,0.54451,0.91964,1
2014,South Korea,Algeria,2,4,baseline,0.3333,0.3333,0.3333,0.66667,1.09861,0
2014,South Korea,Algeria,2,4,elo,0.3939,0.2718,0.3343,0.67211,1.0956,0
2014,South Korea,Algeria,2,4,form,0.3259,0.2673,0.4068,0.52949,0.89936,1
2014,South Korea,Algeria,2,4,tournament,0.3744,0.2788,0.3468,0.64451,1.0589,0
2014,South Korea,Algeria,2,4,combined_default,0.3652,0.272,0.3628,0.61332,1.01381,0
2014,South Korea,Algeria,2,4,combined_optimized,0.333,0.269,0.398,0.54565,0.92129,1
2014,United States,Portugal,2,2,baseline,0.3333,0.3333,0.3333,0.66667,1.09861,0
2014,United States,Portugal,2,2,elo,0.3501,0.2806,0.3692,0.7764,1.27067,0
2014,United States,Portugal,2,2,form,0.4013,0.2692,0.3295,0.80372,1.31236,0
2014,United States,Portugal,2,2,tournament,0.2729,0.2411,0.486,0.88654,1.42241,0
2014,United States,Portugal,2,2,combined_default,0.3487,0.2668,0.3845,0.80711,1.32143,0
2014,United States,Portugal,2,2,combined_optimized,0.3824,0.2651,0.3525,0.81066,1.32781,0
2014,Australia,Spain,0,3,baseline,0.3333,0.3333,0.3333,0.66667,1.09861,0
2014,Australia,Spain,0,3,elo,0.1264,0.1736,0.7,0.13608,0.35661,1
2014,Australia,Spain,0,3,form,0.0908,0.1544,0.7548,0.09217,0.28124,1
